Day,t
2012-02-25,-2
2012-02-26,-3
2012-02-27,-4
2012-02-28,-5
2012-02-29,-3
2012-03-01,2
2012-03-02,1
2012-03-03,1
2012-03-04,-2
2012-03-05,-4
2012-03-06,-6
2012-03-07,-7
2012-03-08,-4
2012-03-09,-1
2012-03-10,-2
2012-03-11,2
2012-03-12,2
2012-03-13,0
2012-03-14,0
2012-03-15,-3
2012-03-16,2
2012-03-17,2
2012-03-18,2
2012-03-19,2
2012-03-20,1
2012-03-21,2
2012-03-22,3
2012-03-23,2
2012-03-24,0
2012-03-25,1
2012-03-26,1
2012-03-27,2
2012-03-28,2
2012-03-29,4
2012-03-30,0
2012-03-31,0
2012-04-01,-1
2012-04-02,4
2012-04-03,2
2012-04-04,2
2012-04-05,5
2012-04-06,4
2012-04-07,1
2012-04-08,-1
2012-04-09,2
2012-04-10,6
2012-04-11,9
2012-04-12,10
2012-04-13,13
2012-04-14,8
2012-04-15,4
2012-04-16,4
2012-04-17,5
2012-04-18,5
2012-04-19,6
2012-04-20,12
2012-04-21,12
2012-04-22,12
2012-04-23,10
2012-04-24,10
2012-04-25,8
2012-04-26,10
2012-04-27,13
2012-04-28,15
2012-04-29,9
2012-04-30,12
2012-05-01,11
2012-05-02,11
2012-05-03,7
2012-05-04,11
2012-05-05,11
2012-05-06,12
2012-05-07,7
2012-05-08,12
2012-05-09,16
2012-05-10,21
2012-05-11,15
2012-05-12,11
2012-05-13,9
2012-05-14,14
2012-05-15,18
2012-05-16,20
2012-05-17,26
2012-05-18,12
2012-05-19,16
2012-05-20,21
2012-05-21,23
2012-05-22,19
2012-05-23,13
2012-05-24,14
2012-05-25,17
2012-05-26,14
2012-05-27,20
2012-05-28,20
2012-05-29,14
2012-05-30,8
2012-05-31,13
2012-06-01,14
2012-06-02,12
2012-06-03,12
2012-06-04,15
2012-06-05,16
2012-06-06,16
2012-06-07,15
2012-06-08,16
2012-06-09,19
2012-06-10,18
2012-06-11,21
2012-06-12,15
2012-06-13,19
2012-06-14,22
2012-06-15,25
2012-06-16,20
2012-06-17,18
2012-06-18,17
2012-06-19,19
2012-06-20,14
2012-06-21,17
2012-06-22,21
2012-06-23,22
2012-06-24,15
2012-06-25,18
2012-06-26,19
2012-06-27,17
2012-06-28,15
2012-06-29,17
2012-06-30,18
2012-07-01,18
2012-07-02,20
2012-07-03,20
2012-07-04,22
2012-07-05,23
2012-07-06,23
2012-07-07,27
2012-07-08,27
2012-07-09,22
2012-07-10,25
2012-07-11,22
2012-07-12,26
2012-07-13,18
2012-07-14,20
2012-07-15,19
2012-07-16,16
2012-07-17,18
2012-07-18,15
2012-07-19,16
2012-07-20,19
2012-07-21,20
2012-07-22,19
2012-07-23,17
2012-07-24,17
2012-07-25,20
2012-07-26,23
2012-07-27,24
2012-07-28,26
2012-07-29,30
2012-07-30,31
2012-07-31,21
2012-08-01,19
2012-08-02,20
2012-08-03,24
2012-08-04,22
2012-08-05,22
2012-08-06,23
2012-08-07,22
2012-08-08,17
2012-08-09,14
2012-08-10,12
2012-08-11,14
2012-08-12,16
2012-08-13,18
2012-08-14,22
2012-08-15,24
2012-08-16,21
2012-08-17,23
2012-08-18,21
2012-08-19,19
2012-08-20,14
2012-08-21,16
2012-08-22,18
2012-08-23,15
2012-08-24,18
2012-08-25,17
2012-08-26,17
2012-08-27,18
2012-08-28,17
2012-08-29,16
2012-08-30,17
2012-08-31,14
2012-09-01,13
2012-09-02,14
2012-09-03,16
2012-09-04,16
2012-09-05,18
2012-09-06,14
2012-09-07,11
2012-09-08,13
2012-09-09,14
2012-09-10,14
2012-09-11,19
2012-09-12,24
2012-09-13,15
2012-09-14,14
2012-09-15,14
2012-09-16,15
2012-09-17,16
2012-09-18,18
2012-09-19,18
2012-09-20,14
2012-09-21,14
2012-09-22,14
2012-09-23,11
2012-09-24,11
2012-09-25,9
2012-09-26,11
2012-09-27,14
2012-09-28,15
2012-09-29,12
2012-09-30,11
2012-10-01,13
2012-10-02,16
2012-10-03,15
2012-10-04,12
2012-10-05,14
2012-10-06,10
2012-10-07,12
2012-10-08,8
2012-10-09,9
2012-10-10,7
2012-10-11,8
2012-10-12,8
2012-10-13,7
2012-10-14,6
2012-10-15,7
2012-10-16,11
2012-10-17,11
2012-10-18,11
2012-10-19,14
2012-10-20,10
2012-10-21,7
2012-10-22,5
2012-10-23,4
2012-10-24,6
2012-10-25,4
2012-10-26,0
2012-10-27,2
2012-10-28,1
2012-10-29,1
2012-10-30,-1
2012-10-31,0
2012-11-01,2
2012-11-02,5
2012-11-03,4
2012-11-04,6
2012-11-05,5
2012-11-06,4
2012-11-07,2
2012-11-08,3
2012-11-09,1
2012-11-10,2
2012-11-11,2
2012-11-12,7
2012-11-13,4
2012-11-14,6
2012-11-15,6
2012-11-16,4
2012-11-17,7
2012-11-18,4
2012-11-19,4
2012-11-20,5
2012-11-21,6
2012-11-22,6
2012-11-23,5
2012-11-24,6
2012-11-25,4
2012-11-26,3
2012-11-27,2
2012-11-28,-2
2012-11-29,-5
2012-11-30,-8
2012-12-01,-9
2012-12-02,-2
2012-12-03,-1
2012-12-04,-5
2012-12-05,-4
2012-12-06,-4
2012-12-07,-3
2012-12-08,-6
2012-12-09,-4
2012-12-10,-8
2012-12-11,-3
2012-12-12,-1
2012-12-13,-7
2012-12-14,-5
2012-12-15,-12
2012-12-17,-11
2012-12-18,-16
2012-12-19,-19
2012-12-20,-18
2012-12-21,-14
2012-12-22,-17
2012-12-23,-17
2012-12-24,-14
2012-12-25,-11
2012-12-26,-11
2012-12-27,3
2012-12-28,1
2012-12-29,-6
2012-12-30,-5
2012-12-31,1
2013-01-01,2
2013-01-02,1
2013-01-03,0
2013-01-04,0
2013-01-05,-2
2013-01-06,-4
2013-01-07,-6
2013-01-08,-5
2013-01-09,-4
2013-01-10,-4
2013-01-11,-8
2013-01-12,-14
2013-01-13,-10
2013-01-14,-4
2013-01-15,-5
2013-01-16,-6
2013-01-17,-12
2013-01-18,-14
2013-01-19,-16
2013-01-20,-9
2013-01-21,-6
2013-01-22,-5
2013-01-23,-6
2013-01-24,-8
2013-01-25,-10
2013-01-26,-5
2013-01-27,-8
2013-01-28,-10
2013-01-29,-3
2013-01-30,-2
2013-01-31,0
2013-02-01,1
2013-02-02,-2
2013-02-03,-3
2013-02-04,-3
2013-02-05,-4
2013-02-06,-1
2013-02-07,0
2013-02-08,1
2013-02-09,1
2013-02-10,0
2013-02-11,1
2013-02-12,0
2013-02-13,1
2013-02-14,-2
2013-02-15,-2
2013-02-16,-3
2013-02-17,-5
2013-02-18,-4
2013-02-19,-6
2013-02-20,-3
2013-02-21,-12
2013-02-22,-4
2013-02-23,-3
2013-02-24,-3
2013-02-25,-2
2013-02-26,0
2013-02-27,0
2013-02-28,2
2013-03-01,-4
2013-03-02,-10
2013-03-03,-6
2013-03-04,-8
2013-03-05,-5
2013-03-06,1
2013-03-07,-5
2013-03-08,-6
2013-03-09,-7
2013-03-10,-11
2013-03-11,-6
2013-03-12,-5
2013-03-13,-4
2013-03-14,-9
2013-03-15,-8
2013-03-16,-4
2013-03-17,-7
2013-03-18,-8
2013-03-19,-6
2013-03-20,-6
2013-03-21,-8
2013-03-22,-10
2013-03-23,-5
2013-03-24,-3
2013-03-25,-1
2013-03-26,-2
2013-03-27,-2
2013-03-28,1
2013-03-29,0
2013-03-30,3
2013-03-31,0
2013-04-01,-1
2013-04-02,1
2013-04-03,2
2013-04-04,5
2013-04-05,3
2013-04-06,5
2013-04-07,4
2013-04-08,0
2013-04-09,1
2013-04-10,7
2013-04-11,7
2013-04-12,7
2013-04-13,10
2013-04-14,6
2013-04-15,5
2013-04-16,11
2013-04-17,16
2013-04-18,12
2013-04-19,9
2013-04-20,5
2013-04-21,6
2013-04-22,10
2013-04-23,15
2013-04-24,6
2013-04-25,6
2013-04-26,9
2013-04-27,4
2013-04-28,4
2013-04-29,12
2013-04-30,8
2013-05-01,9
2013-05-02,14
2013-05-03,10
2013-05-04,17
2013-05-05,12
2013-05-06,10
2013-05-07,19
2013-05-08,16
2013-05-09,18
2013-05-10,16
2013-05-11,13
2013-05-12,15
2013-05-13,21
2013-05-14,16
2013-05-15,15
2013-05-16,21
2013-05-17,19
2013-05-18,21
2013-05-19,24
2013-05-20,17
2013-05-21,19
2013-05-22,20
2013-05-23,12
2013-05-24,15
2013-05-25,14
2013-05-26,16
2013-05-27,22
2013-05-28,23
2013-05-29,23
2013-05-30,21
2013-05-31,23
2013-06-01,25
2013-06-02,28
2013-06-03,28
2013-06-04,28
2013-06-05,25
2013-06-06,23
2013-06-07,20
2013-06-08,21
2013-06-09,23
2013-06-10,22
2013-06-11,14
2013-06-12,16
2013-06-13,20
2013-06-14,23
2013-06-15,19
2013-06-16,20
2013-06-17,15
2013-06-18,18
2013-06-19,19
2013-06-20,20
2013-06-21,24
2013-06-22,25
2013-06-23,23
2013-06-24,26
2013-06-25,28
2013-06-26,31
2013-06-27,30
2013-06-28,21
2013-06-29,28
2013-06-30,22
2013-07-01,19
2013-07-02,21
2013-07-03,24
2013-07-04,26
2013-07-05,26
2013-07-06,21
2013-07-07,21
2013-07-08,24
2013-07-09,20
2013-07-10,22
2013-07-11,20
2013-07-12,22
2013-07-13,22
2013-07-14,25
2013-07-15,24
2013-07-16,18
2013-07-17,20
2013-07-18,17
2013-07-19,18
2013-07-20,15
2013-07-21,18
2013-07-22,16
2013-07-23,22
2013-07-24,18
2013-07-25,16
2013-07-26,20
2013-07-27,23
2013-07-28,21
2013-07-29,24
2013-07-30,24
2013-07-31,26
2013-08-01,18
2013-08-02,20
2013-08-03,24
2013-08-04,24
2013-08-05,26
2013-08-06,25
2013-08-07,26
2013-08-08,28
2013-08-09,25
2013-08-10,21
2013-08-11,16
2013-08-12,19
2013-08-13,21
2013-08-14,17
2013-08-15,15
2013-08-16,19
2013-08-17,21
2013-08-18,24
2013-08-19,24
2013-08-20,22
2013-08-21,19
2013-08-22,18
2013-08-23,18
2013-08-24,18
2013-08-25,19
2013-08-26,19
2013-08-27,21
2013-08-28,19
2013-08-29,20
2013-08-30,18
2013-08-31,20
2013-09-01,20
2013-09-02,16
2013-09-03,17
2013-09-04,18
2013-09-05,17
2013-09-06,17
2013-09-07,18
2013-09-08,17
2013-09-09,17
2013-09-10,17
2013-09-11,12
2013-09-12,18
2013-09-13,19
2013-09-14,18
2013-09-15,17
2013-09-16,14
2013-09-17,14
2013-09-18,16
2013-09-19,16
2013-09-20,14
2013-09-21,15
2013-09-22,15
2013-09-23,11
2013-09-24,9
2013-09-25,6
2013-09-26,6
2013-09-27,7
2013-09-28,10
2013-09-29,5
2013-09-30,5
2013-10-01,5
2013-10-02,6
2013-10-03,10
2013-10-04,11
2013-10-05,12
2013-10-06,9
2013-10-07,11
2013-10-08,12
2013-10-09,12
2013-10-10,13
2013-10-11,12
2013-10-12,10
2013-10-13,10
2013-10-14,7
2013-10-15,8
2013-10-16,6
2013-10-17,5
2013-10-18,9
2013-10-19,3
2013-10-20,5
2013-10-21,4
2013-10-22,3
2013-10-23,4
2013-10-24,10
2013-10-25,8
2013-10-26,8
2013-10-27,10
2013-10-28,12
2013-10-29,10
2013-10-30,9
2013-10-31,8
2013-11-01,8
2013-11-02,9
2013-11-03,8
2013-11-04,7
2013-11-05,7
2013-11-06,7
2013-11-07,6
2013-11-08,6
2013-11-09,7
2013-11-10,8
2013-11-11,6
2013-11-12,5
2013-11-13,6
2013-11-14,5
2013-11-15,4
2013-11-16,7
2013-11-17,8
2013-11-18,4
2013-11-19,2
2013-11-20,6
2013-11-21,6
2013-11-22,6
2013-11-23,5
2013-11-24,4
2013-11-25,0
2013-11-26,-3
2013-11-27,2
2013-11-28,4
2013-11-29,-1
2013-11-30,-2
2013-12-01,-1
2013-12-02,-5
2013-12-03,3
2013-12-04,1
2013-12-05,-1
2013-12-06,1
2013-12-07,0
2013-12-08,-2
2013-12-09,-8
2013-12-10,-7
2013-12-11,1
2013-12-12,3
2013-12-13,3
2013-12-14,-3
2013-12-15,-3
2013-12-16,1
2013-12-17,5
2013-12-18,2
2013-12-19,1
2013-12-20,2
2013-12-21,2
2013-12-22,5
2013-12-23,5
2013-12-24,4
2013-12-25,5
2013-12-26,3
2013-12-27,3
2013-12-28,5
2013-12-29,4
2013-12-30,5
2013-12-31,3
2014-01-01,1
2014-01-02,-3
2014-01-03,-1
2014-01-04,2
2014-01-05,4
2014-01-06,1
2014-01-07,3
2014-01-08,4
2014-01-09,4
2014-01-10,3
2014-01-11,-6
2014-01-12,-6
2014-01-13,-7
2014-01-14,-9
2014-01-15,-8
2014-01-16,-8
2014-01-17,-10
2014-01-18,-12
2014-01-19,-10
2014-01-20,-14
2014-01-21,-8
2014-01-22,-10
2014-01-23,-18
2014-01-24,-12
2014-01-25,-9
2014-01-26,-8
2014-01-27,-12
2014-01-28,-13
2014-01-29,-15
2014-01-30,-16
2014-01-31,-14
2014-02-01,-6
2014-02-02,-5
2014-02-03,-4
2014-02-04,0
2014-02-05,-3
2014-02-06,-6
2014-02-07,-5
2014-02-08,1
2014-02-09,3
2014-02-10,2
2014-02-11,2
2014-02-12,2
2014-02-13,2
2014-02-14,2
2014-02-15,1
2014-02-16,1
2014-02-17,3
2014-02-18,1
2014-02-19,0
2014-02-20,-1
2014-02-21,-2
2014-02-22,2
2014-02-23,3
2014-02-24,6
2014-02-25,3
2014-02-26,3
2014-02-27,4
2014-02-28,3
2014-03-01,1
2014-03-02,3
2014-03-03,3
2014-03-04,2
2014-03-05,3
2014-03-06,2
2014-03-07,4
2014-03-08,5
2014-03-09,5
2014-03-10,8
2014-03-11,4
2014-03-12,5
2014-03-13,5
2014-03-14,4
2014-03-15,1
2014-03-16,-1
2014-03-17,-1
2014-03-18,0
2014-03-19,0
2014-03-20,0
2014-03-21,9
2014-03-22,7
2014-03-23,4
2014-03-24,7
2014-03-25,8
2014-03-26,6
2014-03-27,6
2014-03-28,4
2014-03-29,2
2014-03-30,5
2014-03-31,1
2014-04-01,3
2014-04-02,2
2014-04-03,3
2014-04-04,2
2014-04-05,5
2014-04-06,2
2014-04-07,5
2014-04-08,5
2014-04-09,4
2014-04-10,5
2014-04-11,9
2014-04-12,6
2014-04-13,11
2014-04-14,8
2014-04-15,8
2014-04-16,8
2014-04-17,10
2014-04-18,14
2014-04-19,13
2014-04-20,13
2014-04-21,19
2014-04-22,16
2014-04-23,9
2014-04-24,7
2014-04-25,9
2014-04-26,14
2014-04-27,13
2014-04-28,16
2014-04-29,14
2014-04-30,10
2014-05-01,8
2014-05-02,5
2014-05-03,8
2014-05-04,9
2014-05-05,9
2014-05-06,6
2014-05-07,9
2014-05-08,6
2014-05-09,14
2014-05-10,18
2014-05-11,10
2014-05-12,14
2014-05-13,20
2014-05-14,9
2014-05-15,12
2014-05-16,15
2014-05-17,19
2014-05-18,25
2014-05-19,30
2014-05-20,30
2014-05-21,27
2014-05-22,18
2014-05-23,26
2014-05-24,28
2014-05-25,25
2014-05-26,22
2014-05-27,7
2014-05-28,9
2014-05-29,12
2014-05-30,14
2014-05-31,18
2014-06-01,16
2014-06-02,14
2014-06-03,20
2014-06-04,28
2014-06-05,30
2014-06-06,30
2014-06-07,22
2014-06-08,20
2014-06-09,20
2014-06-10,14
2014-06-11,19
2014-06-12,21
2014-06-13,18
2014-06-14,19
2014-06-15,14
2014-06-16,16
2014-06-17,10
2014-06-18,12
2014-06-19,16
2014-06-20,14
2014-06-21,13
2014-06-22,15
2014-06-23,10
2014-06-24,13
2014-06-25,13
2014-06-26,12
2014-06-27,15
2014-06-28,17
2014-06-29,19
2014-06-30,18
2014-07-01,16
2014-07-02,16
2014-07-03,18
2014-07-04,16
2014-07-05,20
2014-07-06,23
2014-07-07,26
2014-07-08,27
2014-07-09,25
2014-07-10,15
2014-07-11,19
2014-07-12,22
2014-07-13,28
2014-07-14,27
2014-07-15,26
2014-07-16,23
2014-07-17,22
2014-07-18,24
2014-07-19,26
2014-07-20,26
2014-07-21,24
2014-07-22,25
2014-07-23,25
2014-07-24,26
2014-07-25,25
2014-07-26,28
2014-07-27,30
2014-07-28,30
2014-07-29,27
2014-07-30,27
2014-07-31,31
2014-08-01,25
2014-08-02,24
2014-08-03,28
2014-08-04,29
2014-08-05,29
2014-08-06,29
2014-08-07,30
2014-08-08,21
2014-08-09,25
2014-08-10,25
2014-08-11,27
2014-08-12,21
2014-08-13,21
2014-08-14,22
2014-08-15,20
2014-08-16,19
2014-08-17,20
2014-08-18,21
2014-08-19,18
2014-08-20,20
2014-08-21,18
2014-08-22,15
2014-08-23,19
2014-08-24,18
2014-08-25,16
2014-08-26,16
2014-08-27,12
2014-08-28,15
2014-08-29,14
2014-08-30,13
2014-08-31,14
2014-09-01,13
2014-09-02,14
2014-09-03,17
2014-09-04,17
2014-09-05,19
2014-09-06,18
2014-09-07,19
2014-09-08,21
2014-09-09,22
2014-09-10,19
2014-09-11,22
2014-09-12,17
2014-09-13,16
2014-09-14,14
2014-09-15,17
2014-09-16,16
2014-09-17,18
2014-09-18,18
2014-09-19,17
2014-09-20,18
2014-09-21,18
2014-09-22,15
2014-09-23,10
2014-09-24,8
2014-09-25,11
2014-09-26,14
2014-09-27,13
2014-09-28,13
2014-09-29,14
2014-09-30,11
2014-10-01,8
2014-10-02,11
2014-10-03,12
2014-10-04,11
2014-10-05,6
2014-10-06,7
2014-10-07,9
2014-10-08,9
2014-10-09,11
2014-10-10,12
2014-10-11,12
2014-10-12,11
2014-10-13,9
2014-10-14,6
2014-10-15,8
2014-10-16,4
2014-10-17,2
2014-10-18,3
2014-10-19,0
2014-10-20,3
2014-10-21,0
2014-10-22,-2
2014-10-23,-1
2014-10-24,1
2014-10-25,1
2014-10-26,1
2014-10-27,7
2014-10-28,11
2014-10-29,13
2014-10-30,8
2014-10-31,5
2014-11-01,1
2014-11-02,1
2014-11-03,6
2014-11-04,10
2014-11-05,8
2014-11-06,2
2014-11-07,3
2014-11-08,1
2014-11-09,4
2014-11-10,6
2014-11-11,8
2014-11-12,8
2014-11-13,4
2014-11-14,2
2014-11-15,2
2014-11-16,-2
2014-11-17,0
2014-11-18,-1
2014-11-19,-3
2014-11-20,-5
2014-11-21,-5
2014-11-22,0
2014-11-23,2
2014-11-24,0
2014-11-25,-4
2014-11-26,-1
2014-11-27,-1
2014-11-28,-3
2014-11-29,-5
2014-11-30,-4
2014-12-01,0
2014-12-02,-3
2014-12-03,3
2014-12-04,4
2014-12-05,2
2014-12-06,-1
2014-12-07,2
2014-12-08,2
2014-12-09,2
2014-12-10,3
2014-12-11,0
2014-12-12,0
2014-12-13,1
2014-12-14,2
2014-12-15,2
2014-12-16,3
2014-12-17,4
2014-12-18,1
2014-12-19,1
2014-12-20,2
2014-12-21,0
2014-12-22,-2
2014-12-23,-2
2014-12-24,-6
2014-12-25,-6
2014-12-26,-2
2014-12-27,-3
2014-12-28,-8
2014-12-29,-11
2014-12-30,-10
2014-12-31,2
2015-01-01,2
2015-01-02,4
2015-01-03,1
2015-01-04,-3
2015-01-05,-8
2015-01-06,-11
2015-01-07,-9
2015-01-08,-8
2015-01-09,1
2015-01-10,0
2015-01-11,-1
2015-01-12,-9
2015-01-13,1
2015-01-14,2
2015-01-15,1
2015-01-16,2
2015-01-17,3
2015-01-18,2
2015-01-19,0
2015-01-20,-7
2015-01-21,-10
2015-01-22,-11
2015-01-23,-4
2015-01-24,-1
2015-01-25,-2
2015-01-26,-2
2015-01-27,-3
2015-01-28,-1
2015-01-29,-1
2015-01-30,1
2015-01-31,1
2015-02-01,1
2015-02-02,1
2015-02-03,0
2015-02-04,-2
2015-02-05,-3
2015-02-06,-2
2015-02-07,0
2015-02-08,-4
2015-02-09,-10
2015-02-10,1
2015-02-11,3
2015-02-12,1
2015-02-13,1
2015-02-14,-1
2015-02-15,-4
2015-02-16,-9
2015-02-17,-3
2015-02-18,0
2015-02-19,2
2015-02-20,2
2015-02-21,2
2015-02-22,4
2015-02-23,3
2015-02-24,3
2015-02-25,4
2015-02-26,1
2015-02-27,2
2015-02-28,1
2015-03-01,2
2015-03-02,3
2015-03-03,3
2015-03-04,4
2015-03-05,4
2015-03-06,3
2015-03-07,2
2015-03-08,5
2015-03-09,4
2015-03-10,4
2015-03-11,3
2015-03-12,5
2015-03-13,6
2015-03-14,7
2015-03-15,8
2015-03-16,10
2015-03-17,13
2015-03-18,11
2015-03-19,11
2015-03-20,4
2015-03-21,-1
2015-03-22,-2
2015-03-23,1
2015-03-24,4
2015-03-25,0
2015-03-26,3
2015-03-27,5
2015-03-28,6
2015-03-29,4
2015-03-30,2
2015-03-31,5
2015-04-01,4
2015-04-02,2
2015-04-03,5
2015-04-04,3
2015-04-05,7
2015-04-06,6
2015-04-07,5
2015-04-08,6
2015-04-09,5
2015-04-10,6
2015-04-11,8
2015-04-12,15
2015-04-13,8
2015-04-14,4
2015-04-15,3
2015-04-16,5
2015-04-17,4
2015-04-18,6
2015-04-19,2
2015-04-20,4
2015-04-21,7
2015-04-22,9
2015-04-23,6
2015-04-24,7
2015-04-25,7
2015-04-26,7
2015-04-27,11
2015-04-28,13
2015-04-29,9
2015-04-30,8
2015-05-01,13
2015-05-02,10
2015-05-03,8
2015-05-04,11
2015-05-05,14
2015-05-06,21
2015-05-07,18
2015-05-08,12
2015-05-09,12
2015-05-10,14
2015-05-11,10
2015-05-12,16
2015-05-13,14
2015-05-14,10
2015-05-15,11
2015-05-16,13
2015-05-17,10
2015-05-18,8
2015-05-19,9
2015-05-20,17
2015-05-21,16
2015-05-22,13
2015-05-23,18
2015-05-24,14
2015-05-25,19
2015-05-26,23
2015-05-27,15
2015-05-28,14
2015-05-29,19
2015-05-30,17
2015-05-31,13
2015-06-01,18
2015-06-02,16
2015-06-03,22
2015-06-04,15
2015-06-05,15
2015-06-06,18
2015-06-07,17
2015-06-08,15
2015-06-09,14
2015-06-10,15
2015-06-11,15
2015-06-12,13
2015-06-13,23
2015-06-14,22
2015-06-15,16
2015-06-16,14
2015-06-17,14
2015-06-18,15
2015-06-19,18
2015-06-20,23
2015-06-21,19
2015-06-22,23
2015-06-23,19
2015-06-24,20
2015-06-25,18
2015-06-26,18
2015-06-27,16
2015-06-28,18
2015-06-29,22
2015-06-30,22
2015-07-01,19
2015-07-02,18
2015-07-03,24
2015-07-04,22
2015-07-05,19
2015-07-06,17
2015-07-07,13
2015-07-08,18
2015-07-09,20
2015-07-10,16
2015-07-11,14
2015-07-12,12
2015-07-13,15
2015-07-14,15
2015-07-15,19
2015-07-16,20
2015-07-17,20
2015-07-18,21
2015-07-19,19
2015-07-20,19
2015-07-21,20
2015-07-22,16
2015-07-23,19
2015-07-24,19
2015-07-25,20
2015-07-26,24
2015-07-27,20
2015-07-28,20
2015-07-29,19
2015-07-30,20
2015-07-31,16
2015-08-01,18
2015-08-02,20
2015-08-03,18
2015-08-04,19
2015-08-05,22
2015-08-06,26
2015-08-07,21
2015-08-08,24
2015-08-09,22
2015-08-10,19
2015-08-11,25
2015-08-12,27
2015-08-13,20
2015-08-14,19
2015-08-15,20
2015-08-16,14
2015-08-17,18
2015-08-18,16
2015-08-19,19
2015-08-20,22
2015-08-21,23
2015-08-22,22
2015-08-23,25
2015-08-24,23
2015-08-25,24
2015-08-26,25
2015-08-27,20
2015-08-28,17
2015-08-29,19
2015-08-30,18
2015-08-31,20
2015-09-01,20
2015-09-02,18
2015-09-03,14
2015-09-04,17
2015-09-05,17
2015-09-06,16
2015-09-07,14
2015-09-08,15
2015-09-09,15
2015-09-10,16
2015-09-11,20
2015-09-12,19
2015-09-13,18
2015-09-14,18
2015-09-15,16
2015-09-16,15
2015-09-17,18
2015-09-18,21
2015-09-19,17
2015-09-20,18
2015-09-21,13
2015-09-22,15
2015-09-23,15
2015-09-24,20
2015-09-25,17
2015-09-26,14
2015-09-27,14
2015-09-28,11
2015-09-29,9
2015-09-30,12
2015-10-01,12
2015-10-02,14
2015-10-03,12
2015-10-04,14
2015-10-05,9
2015-10-06,6
2015-10-07,5
2015-10-08,4
2015-10-09,4
2015-10-10,5
2015-10-11,8
2015-10-12,8
2015-10-13,8
2015-10-14,9
2015-10-15,9
2015-10-16,10
2015-10-17,8
2015-10-18,8
2015-10-19,7
2015-10-20,5
2015-10-21,4
2015-10-22,4
2015-10-23,4
2015-10-24,8
2015-10-25,8
2015-10-26,7
2015-10-27,6
2015-10-28,3
2015-10-29,4
2015-10-30,4
2015-10-31,3
2015-11-01,7
2015-11-02,8
2015-11-03,10
2015-11-04,8
2015-11-05,6
2015-11-06,4
2015-11-07,3
2015-11-08,4
2015-11-09,5
2015-11-10,5
2015-11-11,3
2015-11-12,5
2015-11-13,4
2015-11-14,3
2015-11-15,2
2015-11-16,-1
2015-11-17,2
2015-11-18,2
2015-11-19,3
2015-11-20,4
2015-11-21,3
2015-11-22,1
2015-11-23,1
2015-11-24,0
2015-11-25,1
2015-11-26,-1
2015-11-27,4
2015-11-28,4
2015-11-29,0
2015-11-30,2
2015-12-01,2
2015-12-02,2
2015-12-03,3
2015-12-04,2
2015-12-05,4
2015-12-06,8
2015-12-07,5
2015-12-08,3
2015-12-09,3
2015-12-10,5
2015-12-11,6
2015-12-12,3
2015-12-13,1
2015-12-14,1
2015-12-15,0
2015-12-16,1
2015-12-17,-2
2015-12-18,-1
2015-12-19,5
2015-12-20,7
2015-12-21,8
2015-12-22,6
2015-12-23,6
2015-12-24,5
2015-12-25,4
2015-12-26,3
2015-12-27,-3
2015-12-28,-3
2015-12-29,-5
2015-12-30,-4
2015-12-31,-3
2016-01-01,-11
2016-01-02,-13
2016-01-03,-9
2016-01-04,-11
2016-01-05,-18
2016-01-06,-20
2016-01-07,-21
2016-01-08,-20
2016-01-09,-19
2016-01-10,-15
2016-01-11,-13
2016-01-12,-9
2016-01-13,-9
2016-01-14,-16
2016-01-15,-13
2016-01-16,-15
2016-01-17,-13
2016-01-18,-15
2016-01-19,-3
2016-01-20,-7
2016-01-21,-9
2016-01-22,-18
2016-01-23,-16
2016-01-24,-6
2016-01-25,-7
2016-01-26,-3
2016-01-27,2
2016-01-28,5
2016-01-29,1
2016-01-30,5
2016-01-31,2
2016-02-01,1
2016-02-02,1
2016-02-03,0
2016-02-04,-1
2016-02-05,0
2016-02-06,-4
2016-02-07,2
2016-02-08,2
2016-02-09,3
2016-02-10,4
2016-02-11,4
2016-02-12,2
2016-02-13,3
2016-02-14,2
2016-02-15,0
2016-02-16,-3
2016-02-17,0
2016-02-18,1
2016-02-19,1
2016-02-20,0
2016-02-21,-1
2016-02-22,-2
2016-02-23,0
2016-02-24,1
2016-02-25,1
2016-02-26,1
2016-02-27,-3
2016-02-28,2
2016-02-29,-5
2016-03-01,0
2016-03-02,-4
2016-03-03,-2
2016-03-04,1
2016-03-05,2
2016-03-06,2
2016-03-07,2
2016-03-08,3
2016-03-09,2
2016-03-10,3
2016-03-11,3
2016-03-12,4
2016-03-13,3
2016-03-14,0
2016-03-15,1
2016-03-16,2
2016-03-17,5
2016-03-18,-2
2016-03-19,-3
2016-03-20,-1
2016-03-21,0
2016-03-22,1
2016-03-23,2
2016-03-24,3
2016-03-25,4
2016-03-26,6
2016-03-27,9
2016-03-28,12
2016-03-29,12
2016-03-30,11
2016-03-31,5
2016-04-01,2
2016-04-02,2
2016-04-03,3
2016-04-04,6
2016-04-05,7
2016-04-06,13
2016-04-07,11
2016-04-08,6
2016-04-09,10
2016-04-10,3
2016-04-11,8
2016-04-12,9
2016-04-13,14
2016-04-14,2
2016-04-15,5
2016-04-16,10
2016-04-17,15
2016-04-18,7
2016-04-19,8
2016-04-20,6
2016-04-21,6
2016-04-22,4
2016-04-23,7
2016-04-24,8
2016-04-25,9
2016-04-26,15
2016-04-27,7
2016-04-28,16
2016-04-29,6
2016-04-30,10
